Reach,DateTime,elev,width,D50,slope,yield
deposit_downstream,2020-06-10 17:00:00,1576.637359322211,2.363641288442089,32.447942446294064,0.032783075319765,401.0179424897138
deposit_downstream,2020-06-10 17:30:00,1576.6368149821133,2.3636412939647773,32.466819360365875,0.03277899191220647,399.2076523024627
deposit_downstream,2020-06-10 18:00:00,1576.6362731355712,2.363641299490826,32.48565444677124,0.03277493442006539,397.41624177092973
deposit_downstream,2020-06-10 18:30:00,1576.6358076237384,2.3636413018856794,32.5044472107106,0.03277090224390788,367.69009473997886
deposit_downstream,2020-06-10 19:00:00,1576.6369137939948,2.371578288790716,32.382545129632604,0.03277917899750994,406.65303764157477
deposit_downstream,2020-06-10 19:30:00,1576.6364381705025,2.371578291103478,32.401598729962096,0.03277501698476941,376.3887948355208
deposit_downstream,2020-06-10 20:00:00,1576.6359272499863,2.371578294881922,32.419702125322324,0.03277111165026089,374.68929857743024
deposit_downstream,2020-06-10 20:30:00,1576.6353442665172,2.3715783016549477,32.437767195531315,0.032767232257891035,401.2255299412043
deposit_downstream,2020-06-10 21:00:00,1576.634801250376,2.3715783069359966,32.45670015379334,0.03276315263713539,399.3980491179217
deposit_downstream,2020-06-10 21:30:00,1576.6342607450372,2.371578312220293,32.47559109536609,0.032759099672386875,397.5897217543571
deposit_downstream,2020-06-10 22:00:00,1576.63372272413,2.371578317507853,32.49443951573638,0.032755072729092,395.8003281343412
deposit_downstream,2020-06-10 22:30:00,1576.6331109580835,2.3715783268900203,32.513244924526155,0.03275107119765073,423.1353368557248
deposit_downstream,2020-06-10 23:00:00,1576.634301360957,2.3795153096649795,32.39202418328599,0.03275896947281299,404.95291863691074
deposit_downstream,2020-06-10 23:30:00,1576.6337548409665,2.3795153147381782,32.41109265832875,0.03275483874991346,403.07089148232876
deposit_downstream,2020-06-11 00:00:00,1576.633133950149,2.379515323689723,32.43011993819673,0.03275073681502075,430.6580398711832
deposit_downstream,2020-06-11 00:30:00,1576.6325907258229,2.3795153306935144,32.450022738726624,0.03274643620462119,428.80847423523653
deposit_downstream,2020-06-11 01:00:00,1576.6320313503934,2.3795153377013896,32.46876568102225,0.03274229149737436,426.982153416434
deposit_downstream,2020-06-11 01:30:00,1576.6313983215466,2.3795153500144894,32.48747605116582,0.0327381717493554,455.61574896286123
deposit_downstream,2020-06-11 02:00:00,1576.6308059713597,2.379515359683981,32.50697682787819,0.032733862835241996,453.6657272676203
deposit_downstream,2020-06-11 02:30:00,1576.6302160912546,2.3795153693590056,32.52644259990242,0.03272957914140707,451.7349376507698
deposit_downstream,2020-06-11 03:00:00,1576.631393155984,2.387452354393812,32.40363768146532,0.03273745749985389,433.0599356113131
deposit_downstream,2020-06-11 03:30:00,1576.6308287157674,2.387452361124707,32.422632946100585,0.03273324479441662,431.15733025362545
deposit_downstream,2020-06-11 04:00:00,1576.6302667122511,2.387452367821292,32.44159503345068,0.032729059950066954,429.273513416551
deposit_downstream,2020-06-11 04:30:00,1576.6297808267548,2.3874523707846533,32.460523375868156,0.032724902243377124,398.08828209381716
deposit_downstream,2020-06-11 05:00:00,1576.6291105469584,2.3874523844269153,32.47857906523766,0.03272098612881045,456.10733026898066
deposit_downstream,2020-06-11 05:30:00,1576.6285938221008,2.3874523886002796,32.4982754533355,0.03271666593849352,423.7325115511989
deposit_downstream,2020-06-11 06:00:00,1576.6281144212426,2.3874523915688073,32.51709930584477,0.03271258555354936,392.8474064506411
deposit_downstream,2020-06-11 06:30:00,1576.6275275185528,2.3874524001563318,32.53505264035955,0.032708741672456174,420.20326108421966
deposit_downstream,2020-06-11 07:00:00,1576.6271223714252,2.387452400380787,32.55380458163052,0.0327047093253665,361.8087941587226
deposit_downstream,2020-06-11 07:30:00,1576.6283458488242,2.3953893852265655,32.4263486262343,0.03271330316169151,372.66683304679475
deposit_downstream,2020-06-11 08:00:00,1576.6278573204324,2.395389388553321,32.44375585404655,0.03270955987307574,371.0720763476312
deposit_downstream,2020-06-11 08:30:00,1576.627370863237,2.395389391863114,32.461130764050885,0.032705840944929704,369.49246047805013
deposit_downstream,2020-06-11 09:00:00,1576.6268864576139,2.3953893951747887,32.478472947728186,0.03270214578372963,367.927773578533
